Distancia (pixeles),medicion 1,medicion 2,medicion 3,medicion 4,medicion 5,medicion 6,medicion 7,medicion 8,medicion 9,medicion 10,medicion 11,medicion 12,medicion 13,medicion 14,medicion 15,medicion 16,medicion 17,medicion 18,medicion 19,medicion 20,medicion 21,medicion 22,medicion 23,medicion 24
219,179.0,174.667,91.333,79.0,76.667,88.667,54.667,58.333,46.333,75.333,73.667,112.0,43.667,19.667,126.333,48.667,42.667,90.0,106.667,58.333,36.0,102.333,70.667,85.333
220,180.333,170.333,90.333,105.667,74.667,110.0,54.667,55.667,52.333,77.333,57.333,113.333,53.0,21.666999999999998,117.667,61.667,23.333000000000002,93.0,113.667,55.0,26.0,107.0,71.333,96.0
221,180.333,171.0,90.667,92.667,74.333,135.667,54.667,51.667,75.333,75.667,35.0,118.667,68.333,25.333000000000002,106.667,66.333,21.0,107.0,123.667,50.0,24.666999999999998,116.667,71.0,105.667
222,176.667,171.0,90.667,156.667,70.333,167.0,59.333,53.333,91.0,73.333,21.0,116.333,67.333,62.0,96.667,72.667,28.0,120.333,124.333,39.333,26.333000000000002,119.333,73.333,104.667
223,180.333,168.333,91.333,220.667,67.0,152.667,58.667,45.0,100.0,68.0,17.0,118.0,67.0,80.667,85.667,78.667,33.333,132.333,128.333,33.667,28.0,121.667,67.667,110.667
224,180.333,169.333,92.0,219.667,68.667,159.333,64.667,42.0,112.667,55.667,17.0,102.667,63.333,98.0,73.333,77.333,41.667,142.667,129.667,25.0,32.667,121.667,61.333,112.0
225,185.0,178.333,90.667,216.0,70.667,169.667,70.0,39.333,113.333,40.333,24.333000000000002,91.333,63.333,111.0,60.667,80.0,53.0,136.667,129.0,19.667,42.667,126.667,50.667,114.333
226,179.0,176.333,88.667,205.333,70.667,150.333,72.0,44.0,120.333,32.0,39.333,77.333,55.333,122.0,53.333,84.667,68.333,134.0,131.667,16.333,50.333,126.667,45.0,117.0
227,178.0,178.667,88.0,204.0,71.333,124.667,73.333,42.667,102.0,18.667,64.333,60.0,51.667,130.667,47.333,74.667,66.0,136.333,122.0,15.667,62.667,123.0,36.0,117.333
228,179.667,173.667,89.667,202.667,73.667,74.667,74.0,56.0,93.333,15.667,80.0,49.0,44.0,145.0,51.333,70.333,72.667,133.333,119.333,16.0,68.333,134.333,29.333000000000002,122.0
229,177.667,173.667,89.667,201.333,73.0,81.333,55.333,64.667,79.0,16.0,100.667,25.0,41.667,152.667,79.667,61.0,77.333,146.333,111.0,17.333,82.667,119.667,23.666999999999998,119.333
230,177.667,178.667,89.0,124.667,71.333,58.333,41.333,68.0,63.0,17.0,108.333,29.666999999999998,38.0,147.333,87.667,49.667,80.333,135.333,104.0,18.667,89.667,105.0,22.0,113.667
231,174.333,174.0,89.333,56.333,71.0,96.667,37.667,74.0,34.0,18.667,107.667,38.333,36.667,150.667,116.333,32.667,81.667,125.667,96.667,27.666999999999998,90.0,105.667,19.667,106.667
232,175.333,171.0,88.667,47.0,71.0,125.667,30.0,75.667,19.667,27.0,117.0,40.667,40.667,150.333,127.0,19.667,79.0,112.0,86.0,31.666999999999998,90.667,105.667,20.333,107.333
233,175.333,170.0,87.667,35.333,69.333,141.333,23.666999999999998,72.333,15.667,38.333,115.667,53.0,47.333,148.667,125.667,16.0,76.333,90.667,74.0,49.333,89.667,97.0,25.333000000000002,96.667
234,175.333,171.333,87.667,85.0,71.0,172.333,35.333,69.667,15.667,42.667,111.667,73.333,52.0,134.333,150.333,15.667,70.333,85.667,60.0,59.333,92.0,85.667,23.0,90.667
235,179.0,168.333,89.0,129.0,71.667,160.667,54.667,55.333,16.333,43.333,100.333,91.333,66.333,123.333,144.333,15.667,61.667,73.333,45.667,66.333,93.333,73.0,27.666999999999998,81.333
236,179.0,169.333,93.0,156.333,73.333,160.667,70.333,35.333,20.666999999999998,43.0,92.667,102.0,79.667,110.0,147.333,15.0,43.667,56.333,36.333,76.333,88.667,63.667,37.0,77.333
237,175.0,169.0,95.333,186.333,72.667,161.0,86.0,26.333000000000002,43.0,41.0,79.0,113.0,89.333,98.0,145.0,17.333,35.0,42.333,20.333,88.0,88.0,47.667,47.0,62.667
238,173.333,169.0,89.333,182.333,72.667,161.667,100.667,22.666999999999998,55.667,39.667,67.0,120.667,94.667,76.333,149.333,44.333,22.333000000000002,21.0,21.666999999999998,97.333,82.0,32.333,55.333,54.0
239,173.0,166.667,86.333,187.333,70.667,161.0,103.0,20.0,68.0,36.667,37.667,133.0,102.667,59.333,146.0,57.333,18.667,20.0,19.333,97.333,76.0,26.0,66.667,44.333
240,173.0,168.0,86.333,195.333,69.0,156.667,107.333,20.0,73.333,34.333,19.667,132.333,113.667,30.333000000000002,147.333,76.0,16.333,20.666999999999998,22.333000000000002,98.333,70.0,21.666999999999998,69.0,27.0
241,166.333,169.0,86.0,196.0,70.0,127.667,100.667,32.0,73.333,28.666999999999998,18.667,129.0,108.667,20.333,135.333,87.667,16.333,24.333000000000002,35.333,101.0,56.333,21.0,76.0,18.0
242,174.333,172.333,84.0,148.333,68.333,89.667,100.667,49.0,78.667,27.0,18.333,119.667,113.333,23.0,122.333,101.667,16.333,35.333,37.667,102.333,44.333,20.666999999999998,82.0,15.0
243,180.667,167.0,86.0,73.333,66.333,85.0,68.333,75.0,77.0,22.666999999999998,22.0,128.333,111.667,22.0,108.667,111.667,17.333,47.0,56.0,108.333,37.0,20.0,91.333,17.667
244,178.667,168.333,89.333,59.0,67.0,50.333,55.667,95.667,63.667,21.0,31.333000000000002,119.0,106.333,30.666999999999998,98.667,137.0,27.666999999999998,58.667,68.0,107.667,24.333000000000002,22.0,92.667,15.667
245,173.333,174.667,87.667,25.0,68.333,78.667,21.333000000000002,104.333,53.333,22.0,58.0,99.667,98.0,49.333,79.0,140.0,45.667,68.0,76.0,102.333,20.333,35.0,88.0,16.0
246,172.333,170.333,87.0,49.333,67.333,95.333,18.667,119.333,42.0,21.0,69.333,95.0,89.333,64.333,65.667,131.333,61.333,77.667,81.333,96.333,18.667,43.667,88.0,17.0
247,172.667,170.667,88.667,62.667,66.667,126.0,20.0,112.333,28.666999999999998,33.0,84.0,71.0,80.0,76.0,42.0,140.667,75.333,84.667,87.333,90.333,18.0,50.333,86.667,20.666999999999998
248,176.333,170.667,85.333,93.333,66.667,155.0,18.333,114.667,22.666999999999998,37.333,101.667,67.667,70.667,80.333,17.0,137.0,89.333,95.667,89.667,86.667,20.333,58.0,86.667,20.333
249,171.667,170.667,85.667,114.667,67.333,158.333,62.333,116.0,21.0,39.667,94.0,58.667,57.333,92.667,17.0,131.333,97.0,99.667,93.0,71.333,26.0,67.0,85.667,26.666999999999998
250,172.667,171.667,86.333,121.0,66.667,165.333,85.667,95.0,23.0,37.333,105.667,39.0,47.333,97.0,17.0,131.333,115.333,103.667,93.0,61.333,32.333,75.0,82.0,40.667
251,168.0,169.0,89.333,122.667,68.333,157.667,111.333,67.333,25.333000000000002,36.0,107.0,33.333,44.0,100.0,22.333000000000002,129.667,118.333,103.667,93.0,54.333,44.667,74.0,78.0,42.667
252,168.0,168.0,90.0,109.0,70.667,120.333,134.667,31.0,29.0,34.0,106.0,28.333000000000002,44.667,104.0,34.333,116.333,128.0,104.0,94.333,39.0,59.333,74.0,71.667,45.667
253,167.0,160.667,91.667,99.0,70.667,79.333,142.667,21.666999999999998,32.0,32.667,116.333,48.0,42.0,104.0,55.667,109.667,128.667,101.667,93.333,31.0,73.0,76.667,66.0,54.667
254,168.0,162.0,87.667,89.0,70.0,40.0,154.333,18.333,39.333,33.0,83.333,52.0,56.0,104.0,66.667,99.667,124.0,98.333,72.667,21.666999999999998,79.333,76.0,52.0,55.333
255,172.0,168.333,82.333,70.333,71.0,25.0,163.667,21.666999999999998,47.333,25.0,65.0,61.333,62.333,94.667,83.333,88.0,129.667,92.0,74.333,18.0,89.0,75.667,46.333,54.333
256,172.0,172.667,88.333,64.0,70.333,22.333000000000002,169.333,36.667,48.333,27.333000000000002,54.333,71.0,74.333,89.0,97.0,69.333,125.667,87.0,65.667,23.666999999999998,96.667,71.0,41.667,55.667
257,163.667,173.333,96.667,65.667,73.667,59.667,172.0,78.0,45.333,25.666999999999998,48.0,78.667,80.0,75.0,99.333,51.333,126.333,86.0,59.0,24.333000000000002,101.333,65.333,22.666999999999998,59.0
258,163.667,172.667,91.333,75.667,68.333,77.667,137.0,99.667,44.667,26.333000000000002,36.333,83.333,87.667,62.667,103.333,21.666999999999998,124.667,65.667,49.667,26.0,108.0,61.333,22.333000000000002,59.0
259,169.667,172.667,89.333,95.667,65.0,113.667,107.333,117.667,42.333,27.333000000000002,32.333,76.667,101.0,52.667,108.0,16.333,110.0,59.0,49.667,33.0,114.0,61.0,20.666999999999998,60.333
260,163.333,167.0,88.667,98.667,67.667,178.0,63.333,137.667,42.333,27.0,51.667,70.0,97.0,36.0,112.333,15.333,98.333,36.667,33.333,44.667,115.667,51.667,20.333,55.667
261,152.0,166.0,89.667,94.0,69.667,173.667,60.333,155.667,38.667,26.333000000000002,85.0,60.0,96.333,57.0,106.333,15.333,91.667,30.666999999999998,20.333,72.333,114.333,44.667,20.0,49.667
262,158.0,166.0,87.333,88.667,67.667,185.333,62.667,165.0,37.333,27.666999999999998,85.0,52.0,98.333,63.667,107.0,15.0,80.0,26.666999999999998,20.0,76.0,114.333,40.0,20.666999999999998,40.333
263,156.667,164.333,87.333,82.0,66.333,187.667,99.333,156.333,33.667,27.666999999999998,101.667,35.0,96.0,69.667,97.667,15.0,66.0,24.666999999999998,18.333,87.667,111.0,30.333000000000002,22.333000000000002,35.667
264,152.0,166.667,88.0,80.0,67.0,190.0,106.333,161.333,33.667,33.667,109.333,21.0,93.333,92.667,89.333,22.666999999999998,48.0,23.666999999999998,21.0,98.667,109.333,26.333000000000002,27.666999999999998,32.0
265,154.0,168.667,88.667,72.333,67.0,198.667,116.333,154.333,33.0,33.667,125.333,17.667,85.333,108.333,81.0,47.0,31.333000000000002,24.666999999999998,31.666999999999998,103.667,111.0,22.0,44.0,21.666999999999998
266,148.667,168.667,84.0,68.0,66.333,200.0,132.667,144.667,37.667,33.0,144.0,17.0,76.667,121.667,71.0,60.0,18.0,32.667,31.666999999999998,110.667,102.667,20.666999999999998,53.333,18.0
267,142.667,167.667,81.333,69.333,62.333,164.667,149.667,138.0,42.667,31.666999999999998,134.667,18.667,64.333,129.0,54.333,69.333,15.333,37.0,52.333,112.333,102.0,20.666999999999998,59.333,15.0
268,135.667,165.667,87.0,68.0,67.0,114.667,161.0,100.667,46.667,29.0,137.0,20.0,59.0,137.333,27.333000000000002,78.333,15.667,47.333,54.0,115.667,95.667,22.0,68.667,15.333
269,142.0,165.333,87.333,74.0,68.333,81.333,158.0,70.667,39.0,33.0,132.333,21.0,34.667,146.0,13.667,80.667,15.667,57.333,66.333,120.667,81.333,23.666999999999998,76.0,15.333
270,145.333,165.333,85.0,76.0,66.667,46.667,159.0,51.0,41.667,23.666999999999998,130.667,48.0,24.666999999999998,143.667,14.667,82.333,15.667,65.0,68.667,130.333,70.0,33.0,81.667,15.333
271,139.667,165.0,85.667,76.0,68.0,57.0,154.0,69.333,41.667,26.0,113.0,67.333,17.667,146.0,14.0,83.667,18.333,68.667,73.333,128.667,58.0,38.667,94.667,15.333
272,132.667,165.0,87.0,75.0,68.0,55.667,148.0,85.667,41.667,28.333000000000002,99.0,87.333,17.667,142.667,14.0,85.0,32.0,75.667,77.0,125.667,43.333,48.667,93.0,15.667
273,131.0,163.333,85.0,75.0,66.333,89.667,121.0,104.333,37.667,27.0,87.333,94.333,15.667,139.667,17.333,76.333,42.667,77.333,82.0,115.667,24.0,59.667,94.333,20.333
274,137.0,163.333,85.0,72.667,67.0,107.333,91.0,119.667,35.333,29.0,71.667,104.0,17.333,132.0,19.333,76.0,62.667,82.0,81.0,115.0,19.667,67.0,102.0,30.333000000000002
275,136.667,168.333,85.0,71.667,66.333,122.0,70.667,134.333,33.333,28.333000000000002,52.333,116.333,22.666999999999998,121.0,28.0,72.333,68.333,80.0,75.667,113.667,17.333,73.333,104.333,33.333
276,136.667,163.667,85.667,72.0,68.0,142.667,39.667,150.333,31.666999999999998,28.333000000000002,33.0,109.0,31.333000000000002,108.667,38.0,69.333,71.0,75.667,76.333,98.667,16.333,75.667,99.0,48.0
277,124.333,162.667,85.0,71.333,68.0,138.0,42.667,152.333,31.666999999999998,29.666999999999998,23.333000000000002,112.333,42.0,97.0,50.0,56.333,80.333,72.333,70.333,90.667,17.333,81.0,100.333,52.333
278,136.0,162.667,85.0,69.667,68.0,141.333,42.0,149.333,32.667,29.0,27.0,108.333,52.667,77.333,54.667,48.333,83.0,65.667,66.333,80.333,18.667,85.0,94.333,62.667
279,142.333,161.667,85.333,70.333,68.0,130.0,51.667,140.667,33.333,27.666999999999998,42.667,104.333,54.667,63.333,61.0,34.333,88.667,55.667,60.333,76.333,26.333000000000002,85.667,93.0,64.333
280,139.667,160.667,85.333,70.667,68.0,123.0,92.0,144.0,34.333,27.666999999999998,52.667,93.0,59.333,57.333,66.333,25.333000000000002,87.667,44.333,55.667,59.333,30.333000000000002,85.667,94.0,72.0
281,138.0,162.667,86.0,69.0,67.0,95.333,107.333,118.667,34.333,29.0,71.0,80.667,63.0,54.333,67.667,25.333000000000002,80.0,35.0,34.0,39.667,40.667,87.0,84.0,75.667
282,132.0,162.667,85.333,69.0,68.0,70.0,124.667,105.667,34.333,26.0,85.0,69.0,65.0,59.0,70.333,30.0,73.333,21.666999999999998,28.666999999999998,37.0,50.667,83.667,76.667,82.667
283,143.333,165.0,85.667,70.667,66.667,60.333,118.333,75.333,34.333,27.333000000000002,94.667,46.667,65.667,71.333,70.333,24.666999999999998,69.333,19.667,20.666999999999998,30.666999999999998,64.667,82.333,67.667,85.0
284,137.667,164.0,85.0,70.0,68.333,39.667,113.333,48.667,34.333,26.333000000000002,100.333,35.667,61.667,93.667,68.0,37.0,62.0,16.333,15.667,17.667,66.333,75.333,62.333,86.667
285,135.0,165.667,86.0,70.667,68.333,46.0,85.333,23.0,34.333,25.666999999999998,103.0,18.0,56.0,100.667,62.667,49.667,57.333,16.333,15.667,17.0,72.667,67.333,51.0,84.0
286,133.333,168.667,85.333,70.667,66.0,50.667,50.333,26.0,35.0,27.0,103.0,17.667,53.333,114.333,57.0,71.0,40.0,16.333,16.333,20.333,90.667,64.667,35.333,86.0
287,133.333,166.0,82.667,71.333,67.333,69.667,29.333000000000002,31.333000000000002,34.333,27.0,100.333,18.0,48.667,133.333,45.333,78.667,30.0,16.333,15.333,21.666999999999998,95.667,58.0,20.666999999999998,83.667
288,135.0,165.0,81.667,69.0,63.333,83.667,19.667,41.333,34.333,27.0,101.0,20.0,30.666999999999998,125.0,38.333,97.0,30.333000000000002,27.666999999999998,18.333,29.666999999999998,95.667,53.333,17.0,81.667
289,135.0,166.0,84.0,71.333,56.667,94.333,18.667,63.667,34.0,25.666999999999998,95.0,19.333,29.0,149.333,28.333000000000002,104.0,21.666999999999998,24.333000000000002,27.333000000000002,32.333,91.667,39.333,15.0,83.0
290,136.0,166.0,85.333,72.0,64.333,92.667,30.333000000000002,104.667,34.0,25.666999999999998,78.0,42.667,21.0,143.0,24.333000000000002,108.0,27.333000000000002,52.333,39.333,45.667,97.0,30.0,15.0,71.667
291,128.667,164.0,84.0,71.333,66.0,90.667,65.333,101.667,33.333,25.666999999999998,58.0,52.667,20.0,144.333,22.0,110.667,26.666999999999998,69.667,48.0,54.667,96.667,24.0,15.333,65.333
292,132.333,160.667,81.333,71.333,66.0,88.667,90.0,116.667,33.333,25.0,40.667,66.667,17.0,136.667,20.666999999999998,114.667,32.333,77.667,66.333,58.333,87.333,24.0,15.0,55.333
293,127.667,160.667,81.333,72.0,63.333,81.0,118.333,98.333,32.0,24.0,17.0,72.0,17.667,132.667,22.666999999999998,112.0,49.667,90.0,76.667,68.667,80.667,21.0,16.0,43.333
294,126.667,163.0,80.0,72.0,64.0,65.0,167.0,85.667,31.0,25.333000000000002,13.667,88.0,17.667,129.667,22.666999999999998,111.333,55.333,100.0,87.333,71.0,82.333,20.0,20.0,40.333
295,125.333,167.333,80.0,71.333,63.333,53.333,165.0,71.0,30.0,25.333000000000002,12.333,88.0,18.333,120.333,28.666999999999998,110.667,66.333,103.333,94.667,72.333,69.0,18.0,29.333000000000002,34.667
296,123.0,161.667,80.667,71.333,61.667,41.333,179.333,52.667,32.0,25.666999999999998,12.333,82.0,20.0,113.333,34.0,104.667,79.0,113.667,101.0,83.667,62.0,21.666999999999998,42.0,26.0
297,122.333,159.0,80.0,71.333,61.667,43.667,178.667,21.0,32.667,24.333000000000002,12.333,73.0,22.0,99.333,38.0,98.667,81.0,118.333,103.667,86.667,60.0,27.666999999999998,50.333,20.0
298,121.0,161.667,78.667,71.333,61.0,41.667,183.333,17.667,33.333,24.333000000000002,12.333,78.667,24.666999999999998,84.667,45.0,91.0,94.0,117.0,112.667,78.0,47.0,37.667,59.667,18.667
299,118.0,161.667,78.667,71.333,64.0,53.333,167.667,18.333,32.667,24.0,22.0,63.333,29.666999999999998,67.667,51.667,78.333,94.0,117.0,117.333,77.333,39.333,47.333,68.333,18.333
300,116.333,159.0,78.667,71.333,63.333,58.0,173.333,18.333,33.333,24.333000000000002,40.667,51.0,31.0,42.667,52.333,71.667,98.333,116.667,113.333,78.0,32.0,62.667,71.333,18.333
301,113.0,157.0,76.333,71.333,63.333,65.0,143.0,51.667,33.333,25.0,51.0,45.667,32.0,25.666999999999998,53.667,59.333,107.0,122.0,110.333,71.0,22.0,67.667,76.667,17.667
302,103.667,157.0,76.333,70.0,65.667,72.333,89.333,79.0,34.667,25.666999999999998,59.333,26.333000000000002,34.0,19.667,54.667,46.333,106.333,113.667,114.333,63.0,22.0,74.333,79.333,17.333
303,104.667,146.333,77.667,71.333,65.333,73.667,63.0,107.333,29.333000000000002,26.333000000000002,64.667,36.667,31.666999999999998,18.333,51.333,40.0,104.667,112.333,103.667,59.667,19.667,90.0,82.667,21.0
304,101.667,157.0,76.0,67.0,65.333,77.0,43.0,131.333,32.0,26.333000000000002,65.333,35.333,30.333000000000002,20.333,48.667,36.333,97.333,102.0,98.333,51.333,18.667,90.0,84.333,27.333000000000002
305,99.0,151.0,74.0,70.333,61.667,74.333,68.0,139.667,29.0,25.0,63.333,38.667,30.333000000000002,30.0,39.333,42.667,98.333,92.0,91.333,46.0,27.0,94.667,86.667,38.0
306,94.333,151.0,73.333,70.333,64.0,64.333,53.333,176.667,30.0,25.0,69.333,63.667,23.333000000000002,52.667,34.667,50.0,87.0,75.0,83.333,30.0,29.666999999999998,104.0,88.0,49.0
307,88.333,150.667,71.667,69.667,65.0,57.667,84.0,178.333,29.0,25.0,62.0,71.333,23.0,62.0,28.0,60.333,82.333,71.0,71.0,24.333000000000002,37.333,96.667,85.0,53.0
308,88.333,151.667,71.0,75.333,60.333,54.667,102.667,184.333,28.333000000000002,25.666999999999998,49.667,87.667,20.333,73.333,28.0,76.333,63.333,52.333,61.667,17.0,49.0,98.667,84.333,65.0
309,77.333,151.667,68.667,69.0,60.333,54.0,118.333,155.0,29.0,25.666999999999998,35.333,97.0,20.0,85.0,22.0,100.667,60.667,43.667,45.333,17.333,54.667,97.0,86.333,73.333
310,72.667,150.667,68.667,66.667,60.333,55.333,133.0,160.667,32.333,26.0,29.666999999999998,105.333,18.667,92.333,22.666999999999998,95.0,53.0,21.333000000000002,26.666999999999998,17.667,61.0,98.333,76.333,83.667
311,68.667,146.667,70.0,66.667,59.333,55.667,134.0,151.667,30.0,24.333000000000002,15.0,120.333,18.333,101.0,24.0,117.0,41.667,15.667,18.0,18.667,66.0,97.0,65.333,81.333
312,64.667,150.667,71.0,67.667,57.667,57.667,146.333,103.0,31.333000000000002,24.0,13.667,118.667,20.0,97.667,24.333000000000002,109.333,35.0,15.0,15.0,23.0,73.0,92.333,60.667,85.0
313,55.0,156.333,69.333,67.667,56.667,60.333,130.667,87.667,28.333000000000002,23.333000000000002,13.667,119.333,20.0,98.667,24.333000000000002,119.0,34.0,15.0,12.667,27.0,78.667,87.667,59.333,86.0
314,54.333,149.333,68.667,68.0,56.667,60.333,117.333,55.333,28.333000000000002,23.333000000000002,13.667,114.667,20.0,103.333,24.333000000000002,121.667,36.0,14.0,12.667,32.333,79.333,85.333,35.333,85.333
315,53.333,147.333,68.333,67.0,56.333,60.333,104.333,66.333,28.333000000000002,24.0,15.0,121.333,21.666999999999998,96.333,26.333000000000002,125.667,50.667,14.667,12.667,44.333,80.333,78.667,26.0,86.333
316,47.333,152.0,69.0,66.333,56.333,60.333,92.0,54.0,29.0,24.0,17.0,112.333,23.0,87.0,27.666999999999998,128.0,56.0,18.0,12.667,52.667,79.333,71.333,22.0,85.0
317,38.0,150.667,68.333,65.0,59.667,59.333,65.667,79.667,29.333000000000002,24.0,20.666999999999998,102.333,24.0,85.333,34.333,132.667,69.0,25.0,15.667,61.0,80.333,56.0,16.333,83.333
318,29.333000000000002,143.667,70.667,67.0,56.333,58.333,23.0,96.333,29.333000000000002,23.333000000000002,28.333000000000002,87.0,24.333000000000002,67.0,35.667,131.667,82.0,43.0,24.333000000000002,66.333,82.667,51.333,15.0,81.0
319,19.667,140.667,71.667,67.0,53.0,58.333,18.333,106.333,28.333000000000002,24.0,28.0,73.667,25.333000000000002,53.0,39.667,120.0,89.333,54.667,42.333,72.333,74.333,34.333,14.0,76.667
320,18.0,137.667,72.333,68.0,57.667,58.333,22.666999999999998,122.667,30.666999999999998,22.666999999999998,36.667,61.0,24.333000000000002,39.667,41.333,118.667,94.667,63.667,46.333,74.333,66.667,23.0,13.333,69.0
321,14.667,139.0,69.0,74.0,58.667,59.667,36.667,128.333,30.0,23.333000000000002,38.333,43.0,24.666999999999998,33.333,42.333,105.667,106.0,62.667,55.667,77.0,59.0,16.333,14.667,68.667
322,13.667,135.333,70.0,74.333,56.0,56.0,50.667,140.0,32.0,24.0,39.0,20.0,24.333000000000002,18.333,41.667,101.0,106.667,77.0,64.0,77.0,54.333,16.0,14.667,63.333
323,10.667,129.667,67.667,73.333,52.0,53.333,70.0,133.333,31.666999999999998,22.666999999999998,36.333,22.0,24.666999999999998,17.0,39.333,87.667,136.0,78.333,70.333,75.667,42.667,15.0,17.333,56.0
324,10.667,131.0,66.333,69.667,55.0,56.0,84.0,136.0,33.0,23.333000000000002,35.667,27.333000000000002,22.666999999999998,17.667,35.333,71.0,125.333,85.0,72.333,71.0,38.0,15.0,19.333,42.667
325,8.0,129.0,66.333,66.667,55.333,60.667,85.667,126.333,33.0,23.333000000000002,29.666999999999998,37.333,20.333,18.333,29.333000000000002,66.333,120.667,78.0,78.0,68.0,26.0,15.333,24.333000000000002,34.0
326,8.0,131.333,65.0,66.333,56.0,59.333,89.667,108.667,31.666999999999998,24.0,24.0,55.333,20.666999999999998,21.0,27.333000000000002,39.667,123.333,74.0,82.667,73.333,22.666999999999998,15.333,31.0,18.667
327,5.332999999999999,131.667,64.0,66.333,56.0,59.333,90.667,89.0,29.0,24.0,22.0,73.333,18.667,27.333000000000002,27.333000000000002,33.0,125.667,73.333,79.0,56.333,24.666999999999998,21.666999999999998,40.333,15.667
328,5.332999999999999,130.667,64.0,66.0,54.0,58.667,91.333,64.0,28.333000000000002,24.0,21.0,83.333,19.333,41.0,25.0,16.333,119.0,65.667,80.667,45.667,24.666999999999998,22.666999999999998,47.333,13.667
329,3.667,126.667,63.333,67.667,53.333,56.0,72.0,44.0,27.666999999999998,23.333000000000002,21.0,91.667,19.333,49.0,24.0,16.333,125.333,60.333,77.0,33.667,30.666999999999998,29.333000000000002,54.0,12.667
330,3.667,126.0,63.333,67.333,56.0,56.0,59.0,22.333000000000002,27.666999999999998,24.0,18.667,93.667,18.667,59.667,28.0,16.333,114.0,53.0,72.333,31.0,41.667,41.333,58.0,12.667
331,2.667,125.667,63.333,71.0,56.0,57.0,39.667,28.666999999999998,27.666999999999998,24.0,18.333,95.0,20.0,59.667,23.333000000000002,18.0,101.0,45.0,55.333,21.0,56.0,60.333,60.667,12.667
332,2.667,124.333,62.333,70.667,56.0,55.333,25.0,24.0,27.666999999999998,24.0,20.333,104.0,20.0,62.0,23.333000000000002,20.666999999999998,93.667,37.0,44.0,17.667,52.667,60.333,60.667,12.667
333,2.0,125.667,62.0,66.0,55.667,50.0,26.333000000000002,43.667,27.333000000000002,23.0,21.666999999999998,104.667,22.666999999999998,62.667,23.0,37.333,80.333,25.0,34.0,15.333,75.0,71.333,61.667,13.667
334,2.0,128.0,62.667,65.333,56.667,54.0,28.666999999999998,66.0,28.0,23.0,22.333000000000002,95.333,21.666999999999998,62.667,25.0,55.667,67.667,19.667,24.666999999999998,15.333,85.333,81.333,61.667,16.0
335,1.0,118.667,62.667,66.0,56.333,55.333,29.666999999999998,74.667,27.333000000000002,22.666999999999998,22.333000000000002,91.333,21.0,62.667,27.333000000000002,67.0,51.667,18.333,18.667,15.333,94.667,79.333,61.0,22.0
336,1.0,119.667,63.333,65.667,55.667,56.0,41.667,82.333,26.666999999999998,22.666999999999998,23.0,81.667,22.0,60.333,28.666999999999998,80.0,28.666999999999998,19.667,13.667,17.333,101.667,82.333,57.667,28.666999999999998
337,0.667,120.333,65.333,65.667,55.0,56.667,50.0,91.333,26.333000000000002,21.666999999999998,22.666999999999998,66.667,21.666999999999998,59.0,28.333000000000002,84.667,18.667,18.333,14.667,18.667,108.333,83.333,54.0,39.333
338,0.667,116.333,65.333,64.667,55.667,56.667,56.333,95.0,24.666999999999998,18.667,22.333000000000002,41.667,21.0,48.333,29.666999999999998,90.333,19.333,22.333000000000002,15.667,32.333,109.667,83.333,48.667,54.0
339,0.667,111.0,63.333,62.0,55.333,56.667,61.333,90.333,25.0,22.666999999999998,22.0,27.0,21.666999999999998,41.667,28.0,102.0,18.0,29.666999999999998,16.333,50.0,112.333,83.0,42.333,61.667
340,0.667,116.333,63.333,62.0,55.333,55.667,62.667,89.0,26.333000000000002,30.333000000000002,22.333000000000002,17.333,20.666999999999998,39.0,28.0,101.333,18.0,40.0,20.666999999999998,57.0,115.667,81.667,34.667,72.667
341,0.0,120.0,62.0,62.667,58.0,55.0,60.667,79.0,27.0,23.0,22.333000000000002,13.667,20.0,31.0,27.333000000000002,97.333,20.0,54.667,26.0,66.667,117.667,78.0,26.666999999999998,72.333
342,,118.333,62.667,62.0,54.333,55.0,58.0,67.667,27.666999999999998,20.666999999999998,22.333000000000002,13.667,19.667,21.666999999999998,25.666999999999998,95.0,25.666999999999998,67.667,33.0,72.333,119.0,75.667,21.0,75.0
343,,116.333,60.333,61.333,53.0,54.333,55.333,42.667,26.333000000000002,21.666999999999998,20.0,13.667,18.0,24.333000000000002,25.666999999999998,92.667,34.333,71.0,43.333,80.333,117.667,71.0,16.333,74.667
344,,120.333,60.333,61.0,52.333,54.333,53.333,24.666999999999998,25.666999999999998,21.0,20.666999999999998,13.333,18.667,26.0,25.0,88.333,56.667,79.0,56.0,93.667,117.667,60.667,16.333,76.667
345,,117.0,59.333,61.0,53.667,55.0,47.0,18.0,24.0,21.0,20.333,13.333,17.667,27.666999999999998,24.0,86.333,66.0,84.333,64.0,89.667,113.333,52.0,14.667,76.667
346,,116.333,57.667,61.333,53.0,54.333,35.333,16.333,25.666999999999998,20.666999999999998,20.0,20.0,17.667,32.0,24.0,70.667,77.0,90.0,70.333,94.333,110.0,46.667,13.333,78.667
347,,116.667,56.667,62.667,50.667,54.333,35.667,17.333,28.0,21.666999999999998,20.0,26.666999999999998,17.667,34.0,24.0,67.333,84.333,90.0,79.667,94.0,102.667,31.666999999999998,16.0,79.0
348,,117.667,54.0,62.667,51.667,54.333,36.333,22.0,28.666999999999998,22.0,20.0,42.667,17.667,39.0,23.0,60.333,90.333,90.0,75.667,100.0,100.0,25.0,28.333000000000002,75.667
