Distancia (pixeles),medicion 1,medicion 2,medicion 3,medicion 4,medicion 5,medicion 6,medicion 7,medicion 8,medicion 9,medicion 10,medicion 11,medicion 12,medicion 13,medicion 14,medicion 15,medicion 16,medicion 17,medicion 18,medicion 19,medicion 20,medicion 21,medicion 22,medicion 23,medicion 24
349,,120.0,50.333,62.667,51.0,53.333,41.333,36.667,26.333000000000002,21.666999999999998,22.333000000000002,52.0,18.333,42.667,24.0,42.333,93.667,88.333,76.667,98.667,96.667,20.333,40.333,75.0
350,,122.0,47.333,60.667,53.667,55.0,38.667,48.0,24.0,20.666999999999998,22.333000000000002,57.667,18.0,43.0,24.333000000000002,21.333000000000002,98.333,84.667,82.333,95.333,89.667,18.333,42.0,76.333
351,,119.333,45.667,62.0,56.333,55.333,48.0,56.333,25.0,21.0,22.666999999999998,65.0,18.667,46.333,25.0,15.333,99.0,80.0,76.667,92.667,77.0,20.0,55.333,69.333
352,,116.0,35.0,62.0,51.667,54.667,49.667,70.333,26.333000000000002,22.0,22.666999999999998,64.0,18.667,47.333,26.333000000000002,11.333,94.333,75.667,77.667,89.667,68.667,18.667,61.0,65.667
353,,115.0,30.333000000000002,60.667,48.333,53.667,49.0,67.0,27.0,21.666999999999998,22.666999999999998,63.0,19.333,46.667,25.666999999999998,11.333,98.333,68.0,74.667,81.0,58.667,18.0,71.667,55.0
354,,104.0,31.0,60.333,51.667,53.0,49.0,66.333,28.0,21.666999999999998,22.333000000000002,59.0,18.667,45.0,24.333000000000002,11.333,90.0,60.667,71.0,79.667,41.333,17.667,81.667,42.0
355,,110.667,22.333000000000002,61.667,54.667,52.333,49.0,65.0,27.0,21.666999999999998,22.333000000000002,54.333,19.333,42.667,25.666999999999998,11.333,84.667,55.333,65.0,76.0,29.333000000000002,20.333,84.667,34.0
356,,112.667,22.0,57.667,54.667,51.667,46.667,57.667,26.333000000000002,23.333000000000002,21.666999999999998,38.333,18.667,38.0,28.0,13.333,79.0,49.333,52.667,67.333,18.333,29.333000000000002,89.667,32.0
357,,104.333,22.0,59.333,54.333,52.333,43.667,44.0,26.666999999999998,23.0,20.666999999999998,33.0,19.333,35.0,26.333000000000002,17.0,64.0,36.0,47.667,53.333,18.333,35.0,96.333,30.666999999999998
358,,102.667,19.333,60.333,54.333,54.0,41.667,38.667,28.333000000000002,23.333000000000002,21.0,22.333000000000002,19.333,31.0,26.333000000000002,22.333000000000002,57.333,31.0,36.0,39.667,20.333,37.333,100.0,17.667
359,,99.667,14.0,57.667,54.333,56.333,41.333,28.0,28.666999999999998,23.333000000000002,20.0,14.667,18.667,30.333000000000002,24.666999999999998,29.666999999999998,49.667,26.333000000000002,28.0,27.0,20.0,43.333,100.0,14.667
360,,96.667,12.667,50.667,55.0,54.667,42.333,24.0,30.333000000000002,24.0,20.0,11.333,18.667,28.666999999999998,24.333000000000002,39.0,36.0,25.666999999999998,21.666999999999998,20.0,21.0,53.333,104.0,12.667
361,,94.667,11.0,58.0,53.333,51.667,41.333,23.0,31.0,26.0,20.0,11.333,17.0,23.333000000000002,26.333000000000002,45.333,21.333000000000002,26.333000000000002,20.333,15.333,25.333000000000002,59.333,108.0,12.333
362,,90.0,11.0,59.333,52.0,53.0,40.333,24.333000000000002,31.666999999999998,26.333000000000002,20.0,11.333,15.667,22.666999999999998,24.0,54.333,11.333,43.0,21.0,15.333,30.666999999999998,61.667,106.667,12.333
363,,88.667,9.333,59.333,49.667,52.333,42.0,29.333000000000002,27.0,25.0,20.0,11.333,13.333,22.0,28.0,55.667,11.333,60.333,21.0,15.0,46.667,63.333,105.333,12.333
364,,82.0,9.333,59.0,47.333,51.667,43.333,31.333000000000002,28.0,25.666999999999998,21.0,12.667,15.333,21.666999999999998,25.0,59.667,11.333,67.667,29.666999999999998,15.0,64.667,66.333,111.667,12.667
365,,75.667,8.0,58.0,46.333,52.333,44.333,36.0,25.666999999999998,28.0,20.333,13.0,15.0,23.333000000000002,25.666999999999998,63.0,11.333,77.0,41.667,17.667,72.0,66.0,103.0,14.667
366,,72.333,8.0,56.0,45.0,51.0,44.333,41.333,26.333000000000002,27.0,20.666999999999998,18.667,15.667,27.666999999999998,28.0,62.333,12.333,89.333,39.0,17.333,84.0,66.667,98.333,15.333
367,,68.0,5.667000000000001,58.0,44.333,48.667,44.333,42.667,26.333000000000002,28.333000000000002,20.0,20.333,15.667,30.666999999999998,25.0,64.333,13.0,93.667,50.333,23.333000000000002,89.333,66.0,94.667,19.333
368,,63.333,5.667000000000001,57.0,43.333,47.333,43.667,43.667,26.333000000000002,28.333000000000002,20.333,23.333000000000002,15.333,33.667,24.0,55.667,18.0,98.667,69.333,25.666999999999998,95.333,58.333,87.0,24.333000000000002
369,,56.333,3.667,60.0,39.667,44.667,42.667,43.667,25.666999999999998,27.666999999999998,20.0,28.666999999999998,16.0,35.0,22.333000000000002,51.667,24.333000000000002,109.333,78.667,41.0,99.333,57.667,80.667,30.333000000000002
370,,53.667,3.667,55.333,37.0,48.667,43.333,40.333,25.666999999999998,28.333000000000002,20.0,31.0,15.667,35.0,22.0,44.0,35.0,112.0,86.0,46.667,101.667,49.0,73.0,37.0
371,,47.667,2.0,59.333,35.667,49.667,41.0,37.0,25.333000000000002,28.333000000000002,19.667,31.0,15.333,34.333,22.333000000000002,38.0,44.333,112.0,95.0,57.667,110.0,39.667,62.667,42.333
372,,42.333,2.0,58.667,31.666999999999998,49.667,40.333,33.667,27.333000000000002,28.0,18.0,32.0,15.333,33.667,22.666999999999998,30.0,51.667,119.0,99.667,60.333,104.667,37.333,50.667,44.667
373,,30.666999999999998,1.0,58.667,26.666999999999998,49.667,39.667,32.667,27.666999999999998,29.333000000000002,18.333,30.666999999999998,15.667,31.0,22.666999999999998,22.0,56.333,116.667,104.667,65.667,100.667,33.0,39.333,45.0
374,,27.666999999999998,1.0,56.0,25.333000000000002,49.0,39.667,32.0,29.666999999999998,23.0,19.667,23.666999999999998,15.667,31.0,23.666999999999998,17.333,60.333,115.667,104.667,72.333,102.0,23.0,30.666999999999998,45.0
375,,22.0,0.667,58.0,22.333000000000002,48.333,39.667,32.0,32.0,24.333000000000002,20.0,20.666999999999998,15.333,31.0,23.333000000000002,13.667,56.667,117.333,103.667,75.0,96.667,18.0,21.666999999999998,45.0
376,,20.333,0.667,56.0,21.0,47.667,40.333,32.0,33.333,25.333000000000002,20.333,20.333,15.0,30.0,23.333000000000002,13.667,59.333,113.333,110.667,71.0,95.0,20.0,18.0,45.667
377,,17.667,0.667,55.333,21.0,44.333,39.667,32.333,33.333,24.333000000000002,20.333,15.667,15.0,29.333000000000002,23.333000000000002,13.667,60.667,103.333,113.667,70.333,90.0,19.333,17.667,45.667
378,,15.333,0.667,54.333,18.667,45.0,39.667,34.333,34.667,23.333000000000002,20.333,13.333,14.667,27.333000000000002,24.666999999999998,13.667,60.333,93.667,107.667,65.667,82.333,18.0,17.667,42.667
379,,12.667,0.0,54.333,15.667,45.0,38.333,35.0,33.333,23.333000000000002,19.667,15.333,15.0,26.333000000000002,25.0,15.0,55.667,96.333,99.0,65.333,68.667,16.333,17.667,40.333
380,,12.667,0.0,48.667,14.667,45.667,39.667,38.0,36.0,22.666999999999998,20.0,14.667,15.0,27.333000000000002,25.0,18.0,45.333,74.667,101.0,59.667,59.333,36.333,20.0,34.333
381,,10.667,0.0,45.0,11.333,48.333,38.667,35.0,33.333,23.333000000000002,18.333,14.0,16.333,27.333000000000002,27.333000000000002,20.333,40.0,59.667,96.333,54.0,50.0,40.333,25.333000000000002,23.0
382,,10.667,0.0,45.667,11.333,48.333,38.667,36.333,32.667,18.667,18.333,14.667,15.333,26.333000000000002,28.0,25.333000000000002,31.333000000000002,48.667,88.667,47.0,47.667,53.0,32.333,20.333
383,,8.0,0.0,43.667,9.0,49.0,36.667,33.333,32.0,17.667,18.333,15.0,13.667,26.333000000000002,28.0,30.666999999999998,27.666999999999998,37.667,80.333,26.0,37.0,57.667,48.667,17.333
384,,8.0,0.0,39.667,9.0,48.0,36.667,32.667,30.666999999999998,15.0,18.0,19.333,14.0,25.666999999999998,28.666999999999998,33.333,21.666999999999998,22.333000000000002,66.333,24.333000000000002,23.333000000000002,73.333,57.667,15.667
385,,5.667000000000001,0.0,33.667,7.667000000000001,50.0,37.333,28.333000000000002,31.0,14.0,18.0,18.667,14.0,25.0,27.333000000000002,35.0,17.667,16.333,55.0,20.0,15.667,77.333,65.333,14.0
386,,5.667000000000001,0.0,29.333000000000002,7.667000000000001,51.0,38.0,27.333000000000002,31.666999999999998,12.667,18.0,20.333,13.667,27.333000000000002,26.666999999999998,35.333,12.667,17.667,42.0,18.667,11.333,83.0,71.0,14.0
387,,4.0,0.0,30.0,,51.0,38.0,27.0,30.666999999999998,12.667,17.667,20.666999999999998,14.667,28.0,26.666999999999998,37.667,12.667,17.667,20.0,17.0,11.333,88.0,72.667,13.667
388,,4.0,0.0,29.0,,51.0,38.667,27.0,28.333000000000002,11.333,18.667,21.0,15.0,28.0,24.0,37.0,11.333,17.0,17.333,16.333,11.333,95.333,83.333,12.667
389,,3.333,0.0,29.666999999999998,,51.333,39.667,27.0,27.333000000000002,11.333,19.667,21.0,16.333,28.666999999999998,24.0,37.0,11.333,20.0,15.667,17.333,11.333,100.333,87.0,15.667
390,,3.333,0.0,26.666999999999998,,53.333,39.667,29.0,24.333000000000002,9.0,20.0,18.667,16.333,28.333000000000002,23.0,33.333,12.333,23.0,15.667,18.333,11.333,102.333,90.0,16.333
391,,2.667,0.0,20.0,,54.0,37.333,32.333,24.0,9.0,19.667,18.667,13.667,29.0,22.333000000000002,28.666999999999998,12.333,39.333,15.667,19.667,17.0,104.0,93.667,26.0
392,,2.667,0.0,16.333,,54.0,38.0,33.667,23.0,6.667000000000001,20.0,15.333,15.667,28.333000000000002,22.666999999999998,24.333000000000002,12.667,54.333,15.667,25.0,18.0,104.667,96.667,31.333000000000002
393,,1.3330000000000002,0.0,15.667,,54.0,37.333,32.333,23.0,6.667000000000001,20.0,15.333,14.667,28.333000000000002,20.666999999999998,22.333000000000002,13.667,60.333,20.0,34.667,27.0,110.0,97.0,39.667
394,,1.3330000000000002,0.0,11.667,,52.333,37.333,33.0,22.666999999999998,5.332999999999999,20.0,13.333,15.667,27.0,22.0,21.0,17.333,69.0,24.333000000000002,42.0,33.667,110.0,98.0,50.333
395,,0.667,0.0,11.333,,48.333,35.333,29.0,21.0,5.332999999999999,19.667,12.667,15.333,26.333000000000002,22.0,20.333,20.333,76.0,31.333000000000002,46.667,46.0,108.333,95.333,62.667
396,,0.667,0.0,10.0,,50.0,35.333,30.0,21.0,4.0,18.667,12.667,16.0,27.0,22.333000000000002,19.333,25.666999999999998,83.333,44.0,52.667,50.0,106.667,94.667,67.667
397,,0.0,0.0,10.0,,48.333,37.667,27.666999999999998,19.333,4.0,17.333,12.333,16.333,28.333000000000002,22.666999999999998,19.667,28.666999999999998,89.0,57.333,55.667,58.0,99.333,90.667,75.333
398,,0.0,0.0,6.667000000000001,,48.333,39.333,27.666999999999998,17.333,2.667,17.0,12.333,15.333,28.333000000000002,24.666999999999998,15.0,31.666999999999998,94.667,69.0,61.0,60.0,98.0,90.0,79.333
399,,,0.0,6.667000000000001,,49.0,37.0,27.666999999999998,15.0,2.667,16.333,13.667,15.0,28.333000000000002,25.666999999999998,15.333,33.333,95.333,75.667,57.333,63.0,92.0,80.0,88.0
400,,,0.0,4.0,,46.667,34.333,27.666999999999998,14.0,1.3330000000000002,17.333,13.667,15.0,27.333000000000002,26.333000000000002,15.0,34.0,92.0,78.0,63.667,61.333,84.333,74.667,91.333
401,,,0.0,4.0,,47.333,33.667,28.333000000000002,12.667,1.3330000000000002,16.333,15.0,15.0,26.333000000000002,27.666999999999998,14.667,34.0,92.667,88.333,60.667,58.333,77.667,61.0,93.667
402,,,0.0,3.667,,47.333,33.667,28.333000000000002,12.667,1.0,18.0,17.667,15.0,25.666999999999998,29.0,15.0,31.666999999999998,89.333,88.333,65.333,60.333,63.0,57.667,94.333
403,,,0.0,3.667,,46.333,34.333,27.333000000000002,9.333,1.0,17.667,15.333,15.0,25.666999999999998,30.0,15.333,25.666999999999998,92.333,96.667,63.333,61.667,46.333,47.667,95.667
404,,,0.0,2.0,,45.667,35.0,27.333000000000002,9.333,0.667,18.0,14.0,15.0,26.333000000000002,32.0,18.0,24.0,84.333,96.667,60.667,54.667,38.333,40.667,95.0
405,,,0.0,2.0,,45.667,34.333,26.333000000000002,7.667000000000001,0.667,19.333,14.667,14.0,28.0,32.667,19.333,23.0,76.333,89.0,54.667,50.0,30.0,30.0,91.667
406,,,0.0,1.0,,49.667,35.667,24.666999999999998,7.667000000000001,0.667,18.333,14.0,14.667,28.0,33.333,21.0,17.333,57.333,85.667,50.0,50.0,31.333000000000002,18.333,98.667
407,,,0.0,1.0,,49.0,34.333,26.333000000000002,5.332999999999999,0.667,19.333,14.667,14.667,28.0,33.667,21.666999999999998,15.667,51.333,84.333,38.333,40.667,18.667,12.333,89.333
408,,,0.0,0.667,,49.0,36.333,27.0,5.332999999999999,0.667,19.667,14.667,13.667,26.333000000000002,35.333,21.666999999999998,11.0,35.333,79.667,37.0,36.667,19.667,12.333,93.333
409,,,0.0,0.667,,49.0,35.0,28.0,4.0,0.667,20.0,15.0,14.0,24.333000000000002,37.667,21.666999999999998,11.0,27.333000000000002,71.0,25.333000000000002,25.666999999999998,18.0,11.0,89.333
410,,,0.0,0.0,,47.333,34.333,28.0,4.0,0.0,20.0,14.667,14.667,22.666999999999998,38.667,21.666999999999998,11.333,11.0,63.333,20.0,22.666999999999998,19.333,11.0,84.667
411,,,0.0,0.0,,49.667,33.667,25.0,2.0,0.0,20.666999999999998,14.667,13.667,22.666999999999998,39.333,21.666999999999998,11.333,10.0,58.0,16.333,18.333,18.333,11.0,82.667
412,,,0.0,0.0,,53.333,35.333,26.333000000000002,2.0,0.0,21.0,14.667,13.0,21.666999999999998,37.667,22.666999999999998,11.333,9.0,44.333,17.0,16.0,22.0,11.0,76.667
413,,,0.0,0.0,,49.667,36.333,25.666999999999998,1.3330000000000002,0.0,22.333000000000002,14.667,14.667,22.333000000000002,36.0,23.333000000000002,11.333,9.0,28.666999999999998,17.0,10.667,34.333,11.333,69.0
414,,,0.0,0.0,,53.333,39.0,28.0,1.3330000000000002,0.0,25.333000000000002,15.0,15.333,22.666999999999998,35.333,22.333000000000002,12.333,9.0,20.0,16.333,10.667,41.667,11.333,56.333
415,,,0.0,0.0,,47.333,38.333,25.666999999999998,1.0,0.0,26.333000000000002,14.667,15.667,22.666999999999998,34.333,21.666999999999998,12.333,9.0,13.333,18.333,10.0,54.667,15.0,54.667
416,,,0.0,0.0,,46.0,38.333,26.333000000000002,1.0,0.0,27.333000000000002,13.333,16.0,24.0,34.333,21.0,14.667,10.0,11.333,27.333000000000002,10.0,64.0,20.333,42.333
417,,,0.0,0.0,,47.333,35.333,26.333000000000002,0.667,0.0,26.333000000000002,13.667,17.667,24.666999999999998,33.333,22.333000000000002,15.667,10.0,9.0,40.333,10.667,76.0,28.333000000000002,30.666999999999998
418,,,0.0,0.0,,45.0,36.333,26.333000000000002,0.667,0.0,26.333000000000002,14.0,17.667,24.0,32.667,19.667,18.333,17.0,9.0,52.0,10.667,80.667,35.333,23.333000000000002
419,,,,0.0,,44.333,37.667,25.0,,0.0,25.666999999999998,14.667,19.667,25.0,32.0,19.333,19.333,19.333,9.0,62.0,12.667,90.0,41.333,17.667
420,,,,0.0,,43.333,38.667,28.666999999999998,,0.0,25.666999999999998,14.667,20.333,28.333000000000002,31.0,16.333,20.0,33.333,9.0,75.0,13.333,88.333,48.667,17.667
421,,,,0.0,,44.0,34.333,28.333000000000002,,0.0,25.666999999999998,15.0,20.0,34.0,28.666999999999998,16.0,20.0,38.667,10.667,80.667,18.333,92.0,57.667,17.0
422,,,,0.0,,36.667,36.333,29.0,,0.0,25.666999999999998,14.667,20.666999999999998,36.333,22.666999999999998,15.333,19.667,42.667,10.667,87.667,20.666999999999998,92.0,60.333,17.333
423,,,,0.0,,36.0,35.333,29.0,,0.0,23.0,13.667,20.666999999999998,38.333,18.667,15.333,19.667,52.0,18.0,88.667,25.666999999999998,92.667,60.0,17.667
424,,,,0.0,,30.0,36.333,29.0,,0.0,23.0,13.333,21.0,39.333,19.333,14.0,17.667,54.667,25.333000000000002,93.333,30.333000000000002,92.667,59.333,18.0
425,,,,0.0,,31.333000000000002,34.333,29.0,,,21.666999999999998,13.333,21.666999999999998,39.333,17.0,13.667,18.667,53.667,25.333000000000002,101.333,33.667,92.0,58.667,25.666999999999998
426,,,,,,28.333000000000002,36.333,30.0,,,21.666999999999998,12.667,21.0,41.333,15.333,13.0,15.333,54.667,37.333,102.667,39.667,90.667,53.333,26.333000000000002
427,,,,,,27.0,36.333,28.333000000000002,,,20.333,12.667,21.0,43.333,13.333,13.333,16.0,54.667,43.333,101.667,37.0,88.0,51.333,32.667
428,,,,,,22.333000000000002,37.0,29.0,,,20.0,12.667,20.0,43.0,13.333,13.333,15.333,50.333,46.667,102.333,37.0,85.0,51.333,46.0
429,,,,,,20.0,37.667,28.333000000000002,,,18.667,13.333,19.333,43.0,11.333,13.333,15.667,46.333,57.0,102.667,38.333,79.0,46.0,55.667
430,,,,,,20.0,38.333,27.666999999999998,,,17.667,13.667,18.667,43.667,11.333,13.667,15.0,42.667,59.333,102.667,36.333,73.333,41.333,61.667
431,,,,,,18.667,37.0,27.666999999999998,,,15.0,13.667,16.0,43.667,9.333,14.0,15.0,35.0,55.667,97.667,36.667,67.667,36.333,70.333
432,,,,,,18.0,37.0,28.333000000000002,,,15.0,14.667,16.0,43.667,9.333,15.333,15.0,28.333000000000002,55.667,94.0,31.333000000000002,63.0,29.0,82.0
433,,,,,,13.667,36.667,28.333000000000002,,,12.667,15.0,16.0,44.333,8.0,16.0,15.0,19.333,54.667,89.0,28.0,52.0,21.0,80.333
434,,,,,,12.667,36.667,29.333000000000002,,,12.667,14.0,15.0,44.667,8.0,18.0,14.667,12.333,57.0,85.0,23.333000000000002,45.667,20.0,84.333
435,,,,,,10.0,37.667,27.666999999999998,,,11.333,14.667,14.667,44.0,6.332999999999999,18.667,14.667,12.333,54.0,70.667,15.333,33.667,15.0,84.0
436,,,,,,10.0,39.333,30.0,,,11.333,14.667,13.667,40.0,6.332999999999999,20.0,14.667,9.333,40.0,63.667,15.333,23.333000000000002,13.667,89.333
437,,,,,,7.667000000000001,38.667,30.0,,,9.333,15.0,11.333,39.333,5.0,22.0,13.667,9.333,32.333,51.667,13.667,18.667,9.333,97.0
438,,,,,,7.667000000000001,39.333,30.0,,,9.333,15.667,11.333,37.667,5.0,22.666999999999998,14.667,9.333,24.333000000000002,40.667,12.667,13.667,9.333,92.667
439,,,,,,5.667000000000001,41.333,30.0,,,6.667000000000001,16.0,11.0,36.333,3.667,24.666999999999998,14.667,9.333,18.333,25.666999999999998,12.333,12.333,8.0,85.333
440,,,,,,5.667000000000001,43.333,29.333000000000002,,,6.667000000000001,19.333,11.0,34.667,3.667,22.666999999999998,14.0,9.333,15.0,21.666999999999998,12.333,12.333,8.0,88.0
441,,,,,,5.0,41.333,28.666999999999998,,,5.667000000000001,19.667,9.333,32.0,2.0,27.333000000000002,14.667,9.333,10.667,16.333,12.333,12.333,8.0,85.333
442,,,,,,5.0,43.333,33.333,,,5.667000000000001,20.0,9.333,28.333000000000002,2.0,24.0,13.667,10.667,10.667,16.0,12.333,12.333,8.0,84.667
443,,,,,,3.667,42.0,32.0,,,5.332999999999999,20.333,8.0,28.333000000000002,1.3330000000000002,22.333000000000002,13.333,10.667,9.0,13.667,12.333,14.667,9.0,82.0
444,,,,,,3.667,38.667,32.667,,,5.332999999999999,19.667,8.0,26.333000000000002,1.3330000000000002,27.666999999999998,12.667,15.333,9.0,14.667,12.333,17.0,9.0,76.667
445,,,,,,2.0,33.333,32.0,,,3.667,20.0,5.667000000000001,23.333000000000002,1.3330000000000002,34.333,12.667,20.666999999999998,9.0,15.0,12.667,26.0,11.333,66.0
446,,,,,,2.0,32.0,31.333000000000002,,,3.667,20.333,5.667000000000001,20.333,1.3330000000000002,34.667,12.667,22.0,9.0,17.333,14.667,28.333000000000002,11.667,61.333
447,,,,,,1.3330000000000002,29.666999999999998,32.0,,,2.667,20.333,5.332999999999999,19.667,1.0,34.667,13.667,25.333000000000002,9.0,25.0,16.333,50.0,16.0,54.333
448,,,,,,1.3330000000000002,27.666999999999998,32.0,,,2.667,21.0,5.332999999999999,15.0,1.0,27.666999999999998,12.667,29.333000000000002,9.0,41.667,15.667,48.333,17.667,47.333
449,,,,,,1.0,24.666999999999998,32.0,,,1.3330000000000002,20.0,4.0,15.0,0.667,29.0,12.667,27.333000000000002,10.667,53.667,16.333,54.0,19.667,30.666999999999998
450,,,,,,1.0,26.333000000000002,32.0,,,1.3330000000000002,18.0,4.0,12.333,0.667,25.666999999999998,12.333,24.666999999999998,11.667,53.667,16.0,54.667,20.0,23.0
451,,,,,,0.667,23.666999999999998,29.0,,,0.667,18.333,3.667,12.333,0.0,26.333000000000002,12.333,24.666999999999998,15.333,62.333,16.0,57.667,22.666999999999998,17.0
452,,,,,,0.667,22.0,27.666999999999998,,,0.667,18.333,3.667,10.667,0.0,25.0,12.667,24.333000000000002,17.333,69.667,17.0,61.667,25.0,13.667
453,,,,,,0.0,19.667,26.333000000000002,,,0.667,17.0,2.667,10.667,0.0,22.666999999999998,12.667,22.333000000000002,19.333,75.0,17.667,64.333,26.0,11.0
454,,,,,,0.0,18.333,25.666999999999998,,,0.667,15.667,2.667,8.333,0.0,22.333000000000002,13.333,18.667,22.333000000000002,75.667,17.0,65.0,27.0,11.0
455,,,,,,0.0,14.0,27.333000000000002,,,0.0,14.667,2.0,8.333,0.0,22.333000000000002,13.667,15.667,20.0,81.667,16.333,65.0,24.0,11.0
456,,,,,,0.0,13.333,27.333000000000002,,,0.0,14.0,2.0,6.332999999999999,0.0,21.0,15.667,13.667,20.666999999999998,86.333,17.667,56.333,24.0,11.0
457,,,,,,0.0,11.0,24.333000000000002,,,0.0,14.0,1.3330000000000002,6.332999999999999,0.0,18.0,15.667,12.667,20.333,83.667,15.333,49.0,22.333000000000002,11.333
458,,,,,,0.0,11.0,22.333000000000002,,,0.0,12.667,1.3330000000000002,5.0,0.0,16.0,17.667,12.333,20.666999999999998,82.333,14.0,45.0,22.0,11.667
459,,,,,,0.0,9.333,17.333,,,0.0,12.333,1.0,5.0,0.0,16.0,18.0,12.333,18.0,82.0,14.0,44.333,19.667,14.667
460,,,,,,0.0,9.333,16.0,,,0.0,11.0,1.0,4.0,0.0,14.667,20.0,11.333,17.0,77.333,14.0,34.333,19.333,20.333
461,,,,,,0.0,8.333,14.667,,,0.0,11.0,,4.0,0.0,14.667,20.333,11.333,15.667,73.0,13.667,21.0,13.333,27.666999999999998
462,,,,,,0.0,8.333,14.0,,,0.0,8.0,,2.667,0.0,11.333,21.666999999999998,11.0,15.667,67.333,13.333,19.667,13.0,27.666999999999998
463,,,,,,0.0,5.667000000000001,13.333,,,,8.0,,2.667,0.0,11.333,22.333000000000002,11.0,14.667,62.667,13.333,14.0,10.0,38.333
464,,,,,,0.0,5.667000000000001,14.0,,,,5.332999999999999,,1.3330000000000002,0.0,8.333,23.0,11.667,14.0,53.333,13.667,12.667,10.0,37.667
465,,,,,,0.0,5.0,11.333,,,,5.332999999999999,,1.3330000000000002,0.0,8.333,23.333000000000002,11.333,13.0,52.0,14.667,9.333,8.0,38.667
466,,,,,,0.0,5.0,11.333,,,,5.332999999999999,,1.0,0.0,8.0,21.0,11.667,12.333,31.0,16.0,9.333,8.0,42.667
467,,,,,,0.0,2.0,10.0,,,,5.332999999999999,,1.0,0.0,8.0,21.666999999999998,11.0,9.333,20.0,18.0,9.0,6.667000000000001,42.667
468,,,,,,,2.0,10.0,,,,5.0,,1.0,0.0,6.667000000000001,21.666999999999998,11.0,9.333,15.0,17.667,9.0,6.667000000000001,42.667
469,,,,,,,0.667,6.667000000000001,,,,5.0,,1.0,0.0,6.667000000000001,22.0,11.0,9.0,9.0,20.0,9.0,6.667000000000001,42.0
470,,,,,,,0.667,6.667000000000001,,,,2.667,,1.0,0.0,5.332999999999999,22.0,11.0,9.0,9.0,19.333,9.0,6.667000000000001,39.333
471,,,,,,,0.667,3.667,,,,2.667,,1.0,0.0,5.332999999999999,22.333000000000002,11.0,9.0,9.0,20.333,9.0,6.667000000000001,37.667
472,,,,,,,0.667,3.667,,,,2.0,,1.0,0.0,5.332999999999999,20.333,11.0,9.0,9.0,20.0,9.0,6.667000000000001,31.666999999999998
473,,,,,,,0.0,2.667,,,,2.0,,1.0,,5.332999999999999,21.0,11.0,9.0,9.0,20.0,9.0,7.667000000000001,29.333000000000002
474,,,,,,,0.0,2.667,,,,1.3330000000000002,,0.0,,3.667,18.333,12.333,9.0,9.0,20.0,9.0,7.667000000000001,22.0
475,,,,,,,0.0,2.0,,,,1.3330000000000002,,0.0,,3.667,18.0,11.0,10.667,13.667,20.666999999999998,10.0,9.0,17.333
476,,,,,,,0.0,2.0,,,,1.0,,0.0,,2.0,15.333,11.0,10.667,15.0,21.666999999999998,10.0,9.0,15.333
477,,,,,,,0.0,1.0,,,,1.0,,0.0,,2.0,14.667,11.0,11.0,19.333,22.333000000000002,11.0,9.333,12.667
478,,,,,,,0.0,1.0,,,,0.667,,0.0,,1.0,14.667,11.0,11.0,23.666999999999998,21.666999999999998,11.0,9.333,11.333
479,,,,,,,0.0,0.667,,,,0.667,,0.0,,1.0,14.0,11.0,11.667,33.667,20.666999999999998,12.333,11.333,9.0
480,,,,,,,0.0,0.667,,,,0.0,,0.0,,0.667,12.667,11.333,11.333,37.667,20.666999999999998,12.667,11.333,9.0
481,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.667,13.333,11.333,13.333,43.0,20.333,13.0,14.0,8.333
482,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,10.667,12.333,15.333,44.0,19.667,13.333,17.0,8.333
483,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,10.667,12.333,15.0,44.667,18.667,13.333,20.333,8.0
484,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,8.333,12.333,15.0,44.0,19.667,13.0,20.333,8.0
485,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,8.333,13.0,16.333,42.667,17.333,13.333,20.666999999999998,8.0
486,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,6.667000000000001,13.0,17.667,36.667,15.333,12.667,21.0,8.0
487,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,6.667000000000001,13.667,20.0,32.667,13.667,13.333,20.333,8.333
488,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,5.667000000000001,16.0,20.0,30.0,12.667,13.333,20.666999999999998,8.333
489,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,5.667000000000001,17.0,20.0,27.333000000000002,12.667,13.333,20.333,9.0
490,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,5.0,17.0,20.0,21.666999999999998,12.333,13.0,20.666999999999998,9.0
491,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,5.0,16.0,19.333,21.0,11.0,13.333,20.0,10.0
492,,,,,,,0.0,0.0,,,,0.0,,,,0.0,3.333,16.333,19.333,15.333,11.0,14.0,21.666999999999998,10.0
493,,,,,,,0.0,0.0,,,,0.0,,,,0.0,3.333,16.333,17.333,11.667,9.0,13.667,19.333,10.667
494,,,,,,,0.0,,,,,0.0,,,,0.0,2.667,17.667,17.0,11.333,9.0,13.667,19.667,10.667
495,,,,,,,0.0,,,,,0.0,,,,0.0,2.667,18.667,15.333,9.0,7.667000000000001,14.667,17.667,11.0
