Time,Value
"0,000000","1,407624E-1"
"0,002000","6,382852E-1"
"0,004000","3,397715E-1"
"0,006000","3,397715E-1"
"0,008000","3,623422E+0"
"0,010000","6,509055E+0"
"0,012000","7,006578E+0"
"0,014000","5,912028E+0"
"0,016000","3,125900E+0"
"0,018000","1,135808E+0"
"0,020000","3,397715E-1"
"0,022000","1,407624E-1"
"0,024000","4,125781E-2"
"0,026000","4,125781E-2"
"0,028000","3,623422E+0"
"0,030000","7,006578E+0"
"0,032000","5,912028E+0"
"0,034000","6,708064E+0"
"0,036000","3,125900E+0"
"0,038000","1,036304E+0"
"0,040000","5,387807E-1"
"0,042000","5,387807E-1"
"0,044000","5,387807E-1"
"0,046000","3,397715E-1"
"0,048000","4,518964E+0"
"0,050000","6,111037E+0"
"0,052000","7,106082E+0"
"0,054000","5,812523E+0"
"0,056000","2,827386E+0"
"0,058000","1,334817E+0"
"0,060000","4,392761E-1"
"0,062000","5,387807E-1"
"0,064000","3,397715E-1"
"0,066000","3,397715E-1"
"0,068000","5,215496E+0"
"0,070000","6,310046E+0"
"0,072000","5,812523E+0"
"0,074000","5,912028E+0"
"0,076000","2,727881E+0"
"0,078000","1,135808E+0"
"0,080000","6,382852E-1"
"0,082000","5,387807E-1"
"0,084000","6,382852E-1"
"0,086000","5,387807E-1"
"0,088000","4,618468E+0"
"0,090000","6,210541E+0"
"0,092000","5,912028E+0"
"0,094000","5,215496E+0"
"0,096000","2,827386E+0"
"0,098000","9,367990E-1"
"0,100000","4,392761E-1"
"0,102000","2,402670E-1"
"0,104000","4,392761E-1"
"0,106000","6,382852E-1"
"0,108000","5,016486E+0"
"0,110000","7,205587E+0"
"0,112000","7,106082E+0"
"0,114000","5,713018E+0"
"0,116000","2,329863E+0"
"0,118000","1,036304E+0"
"0,120000","3,397715E-1"
"0,122000","4,125781E-2"
"0,124000","2,402670E-1"
"0,126000","1,407624E-1"
"0,128000","5,115991E+0"
"0,130000","6,907073E+0"
"0,132000","6,807569E+0"
"0,134000","6,210541E+0"
"0,136000","2,926890E+0"
"0,138000","1,135808E+0"
"0,140000","3,397715E-1"
"0,142000","3,397715E-1"
"0,144000","3,397715E-1"
"0,146000","4,392761E-1"
"0,148000","4,817477E+0"
"0,150000","6,210541E+0"
"0,152000","6,011532E+0"
"0,154000","5,514009E+0"
"0,156000","2,628377E+0"
"0,158000","9,367990E-1"
"0,160000","3,397715E-1"
"0,162000","4,392761E-1"
"0,164000","6,382852E-1"
"0,166000","6,382852E-1"
"0,168000","5,713018E+0"
"0,170000","6,310046E+0"
"0,172000","6,807569E+0"
"0,174000","5,115991E+0"
"0,176000","2,628377E+0"
"0,178000","7,377898E-1"
"0,180000","4,125781E-2"
"0,182000","2,402670E-1"
"0,184000","3,397715E-1"
"0,186000","3,397715E-1"
"0,188000","5,613514E+0"
"0,190000","6,409550E+0"
"0,192000","6,409550E+0"
"0,194000","5,912028E+0"
"0,196000","3,125900E+0"
"0,198000","9,367990E-1"
"0,200000","3,397715E-1"
"0,202000","4,392761E-1"
"0,204000","4,125781E-2"
"0,206000","1,407624E-1"
"0,208000","4,717973E+0"
"0,210000","6,210541E+0"
"0,212000","7,504101E+0"
"0,214000","5,414505E+0"
"0,216000","2,926890E+0"
"0,218000","7,377898E-1"
"0,220000","1,407624E-1"
"0,222000","1,407624E-1"
"0,224000","4,392761E-1"
"0,226000","7,377898E-1"
"0,228000","5,514009E+0"
"0,230000","6,708064E+0"
