Time,Value
"0,000000","5,215496E+0"
"0,002000","5,514009E+0"
"0,004000","5,016486E+0"
"0,006000","3,623422E+0"
"0,008000","1,036304E+0"
"0,010000","3,397715E-1"
"0,012000","2,402670E-1"
"0,014000","3,397715E-1"
"0,016000","3,397715E-1"
"0,018000","3,397715E-1"
"0,020000","5,514009E+0"
"0,022000","5,613514E+0"
"0,024000","5,315000E+0"
"0,026000","3,822432E+0"
"0,028000","1,235313E+0"
"0,030000","6,382852E-1"
"0,032000","7,377898E-1"
"0,034000","6,382852E-1"
"0,036000","3,397715E-1"
"0,038000","3,397715E-1"
"0,040000","5,016486E+0"
"0,042000","5,514009E+0"
"0,044000","4,717973E+0"
"0,046000","3,324909E+0"
"0,048000","1,235313E+0"
"0,050000","3,397715E-1"
"0,052000","3,397715E-1"
"0,054000","3,397715E-1"
"0,056000","3,397715E-1"
"0,058000","3,397715E-1"
"0,060000","5,713018E+0"
"0,062000","6,011532E+0"
"0,064000","5,414505E+0"
"0,066000","3,623422E+0"
"0,068000","1,235313E+0"
"0,070000","5,387807E-1"
"0,072000","7,377898E-1"
"0,074000","6,382852E-1"
"0,076000","5,387807E-1"
"0,078000","5,387807E-1"
"0,080000","6,608560E+0"
"0,082000","6,011532E+0"
"0,084000","5,812523E+0"
"0,086000","3,125900E+0"
"0,088000","1,036304E+0"
"0,090000","5,387807E-1"
"0,092000","6,382852E-1"
"0,094000","5,387807E-1"
"0,096000","6,382852E-1"
"0,098000","5,387807E-1"
"0,100000","5,912028E+0"
"0,102000","6,011532E+0"
"0,104000","5,713018E+0"
"0,106000","3,026395E+0"
"0,108000","9,367990E-1"
"0,110000","3,397715E-1"
"0,112000","3,397715E-1"
"0,114000","3,397715E-1"
"0,116000","3,397715E-1"
"0,118000","3,397715E-1"
"0,120000","6,011532E+0"
"0,122000","5,115991E+0"
"0,124000","5,115991E+0"
"0,126000","2,628377E+0"
"0,128000","5,387807E-1"
"0,130000","4,125781E-2"
"0,132000","-5,824676E-2"
"0,134000","1,407624E-1"
"0,136000","3,397715E-1"
"0,138000","3,397715E-1"
"0,140000","5,514009E+0"
"0,142000","5,812523E+0"
"0,144000","5,215496E+0"
"0,146000","2,926890E+0"
"0,148000","9,367990E-1"
"0,150000","4,392761E-1"
"0,152000","5,387807E-1"
"0,154000","5,387807E-1"
"0,156000","5,387807E-1"
"0,158000","5,387807E-1"
"0,160000","5,514009E+0"
"0,162000","5,912028E+0"
"0,164000","5,315000E+0"
"0,166000","2,528872E+0"
"0,168000","7,377898E-1"
"0,170000","3,397715E-1"
"0,172000","3,397715E-1"
"0,174000","2,402670E-1"
"0,176000","3,397715E-1"
"0,178000","3,397715E-1"
"0,180000","6,111037E+0"
"0,182000","5,613514E+0"
"0,184000","5,613514E+0"
"0,186000","2,130854E+0"
"0,188000","7,377898E-1"
"0,190000","3,397715E-1"
"0,192000","2,402670E-1"
"0,194000","3,397715E-1"
"0,196000","3,397715E-1"
"0,198000","1,407624E-1"
"0,200000","5,912028E+0"
"0,202000","5,115991E+0"
"0,204000","4,916982E+0"
"0,206000","1,832340E+0"
"0,208000","4,392761E-1"
"0,210000","4,125781E-2"
"0,212000","2,402670E-1"
"0,214000","4,125781E-2"
"0,216000","-5,824676E-2"
"0,218000","3,397715E-1"
"0,220000","6,210541E+0"
"0,222000","5,215496E+0"
"0,224000","5,613514E+0"
"0,226000","1,931845E+0"
"0,228000","6,382852E-1"
"0,230000","3,397715E-1"
"0,232000","4,392761E-1"
"0,234000","3,397715E-1"
"0,236000","3,397715E-1"
"0,238000","3,523918E+0"
"0,240000","6,509055E+0"
"0,242000","4,817477E+0"
"0,244000","5,016486E+0"
"0,246000","1,832340E+0"
"0,248000","4,392761E-1"
"0,250000","1,407624E-1"
"0,252000","1,407624E-1"
"0,254000","2,402670E-1"
"0,256000","1,407624E-1"
"0,258000","3,424413E+0"
"0,260000","6,111037E+0"
"0,262000","5,912028E+0"
"0,264000","5,315000E+0"
"0,266000","2,031349E+0"
"0,268000","4,392761E-1"
"0,270000","1,407624E-1"
"0,272000","1,407624E-1"
"0,274000","1,407624E-1"
"0,276000","1,407624E-1"
"0,278000","3,225404E+0"
"0,280000","6,111037E+0"
"0,282000","6,111037E+0"
"0,284000","4,817477E+0"
"0,286000","1,633331E+0"
"0,288000","3,397715E-1"
"0,290000","1,407624E-1"
"0,292000","1,407624E-1"
"0,294000","3,397715E-1"
"0,296000","1,407624E-1"
"0,298000","2,926890E+0"
"0,300000","5,713018E+0"
"0,302000","5,315000E+0"
"0,304000","4,916982E+0"
"0,306000","2,031349E+0"
"0,308000","4,392761E-1"
"0,310000","1,407624E-1"
"0,312000","2,402670E-1"
"0,314000","2,402670E-1"
"0,316000","2,402670E-1"
"0,318000","2,926890E+0"
"0,320000","6,111037E+0"
"0,322000","5,016486E+0"
"0,324000","4,319954E+0"
"0,326000","1,434322E+0"
"0,328000","3,397715E-1"
"0,330000","4,125781E-2"
"0,332000","4,125781E-2"
"0,334000","1,407624E-1"
"0,336000","1,407624E-1"
"0,338000","4,419459E+0"
"0,340000","5,514009E+0"
"0,342000","4,916982E+0"
"0,344000","4,518964E+0"
"0,346000","2,230358E+0"
"0,348000","2,402670E-1"
"0,350000","4,125781E-2"
"0,352000","4,125781E-2"
"0,354000","2,402670E-1"
"0,356000","2,402670E-1"
"0,358000","4,120945E+0"
"0,360000","5,115991E+0"
"0,362000","6,111037E+0"
"0,364000","4,717973E+0"
"0,366000","1,533826E+0"
"0,368000","3,397715E-1"
"0,370000","3,397715E-1"
"0,372000","3,397715E-1"
"0,374000","4,392761E-1"
"0,376000","3,397715E-1"
"0,378000","4,319954E+0"
"0,380000","6,210541E+0"
