Time,Value
"0,000000","4,770395E+1"
"0,002000","4,631088E+1"
"0,004000","4,442030E+1"
"0,006000","3,914655E+1"
"0,008000","4,024111E+1"
"0,010000","3,854953E+1"
"0,012000","3,874854E+1"
"0,014000","4,332575E+1"
"0,016000","4,402228E+1"
"0,018000","4,770395E+1"
"0,020000","4,740543E+1"
"0,022000","4,402228E+1"
"0,024000","4,233070E+1"
"0,026000","4,024111E+1"
"0,028000","3,765399E+1"
"0,030000","3,825101E+1"
"0,032000","4,113665E+1"
"0,034000","4,193268E+1"
"0,036000","4,700742E+1"
"0,038000","4,631088E+1"
"0,040000","4,780345E+1"
"0,042000","4,660940E+1"
"0,044000","4,451980E+1"
"0,046000","4,203219E+1"
"0,048000","3,964408E+1"
"0,050000","3,845002E+1"
"0,052000","3,914655E+1"
"0,054000","4,312674E+1"
"0,056000","4,501732E+1"
"0,058000","4,849998E+1"
"0,060000","4,810197E+1"
"0,062000","4,591287E+1"
"0,064000","4,213169E+1"
"0,066000","3,924606E+1"
"0,068000","4,014160E+1"
"0,070000","3,775349E+1"
"0,072000","3,984309E+1"
"0,074000","4,083813E+1"
"0,076000","4,660940E+1"
"0,078000","4,820147E+1"
"0,080000","4,551485E+1"
"0,082000","4,621138E+1"
"0,084000","4,432079E+1"
"0,086000","4,133566E+1"
"0,088000","3,735547E+1"
"0,090000","3,725597E+1"
"0,092000","4,093764E+1"
"0,094000","4,372377E+1"
"0,096000","4,412178E+1"
"0,098000","4,670890E+1"
"0,100000","4,800246E+1"
"0,102000","4,402228E+1"
"0,104000","4,252971E+1"
"0,106000","4,093764E+1"
"0,108000","3,705696E+1"
"0,110000","3,904705E+1"
"0,112000","3,884804E+1"
"0,114000","4,272872E+1"
"0,116000","4,471881E+1"
"0,118000","4,889800E+1"
"0,120000","4,670890E+1"
"0,122000","4,521633E+1"
"0,124000","4,143516E+1"
"0,126000","3,845002E+1"
"0,128000","3,924606E+1"
"0,130000","3,695745E+1"
"0,132000","4,044011E+1"
"0,134000","4,262922E+1"
"0,136000","4,511683E+1"
"0,138000","4,830098E+1"
"0,140000","4,641039E+1"
"0,142000","4,461931E+1"
"0,144000","4,233070E+1"
"0,146000","3,994259E+1"
"0,148000","3,695745E+1"
"0,150000","4,024111E+1"
"0,152000","4,113665E+1"
"0,154000","4,302723E+1"
"0,156000","4,501732E+1"
"0,158000","4,720643E+1"
"0,160000","4,780345E+1"
"0,162000","4,402228E+1"
"0,164000","4,252971E+1"
"0,166000","3,994259E+1"
"0,168000","3,735547E+1"
"0,170000","3,934556E+1"
"0,172000","4,044011E+1"
"0,174000","4,193268E+1"
"0,176000","4,471881E+1"
"0,178000","4,810197E+1"
"0,180000","4,700742E+1"
"0,182000","4,611188E+1"
"0,184000","4,332575E+1"
"0,186000","3,904705E+1"
"0,188000","3,765399E+1"
"0,190000","3,904705E+1"
"0,192000","3,934556E+1"
"0,194000","4,073863E+1"
"0,196000","4,481832E+1"
"0,198000","4,800246E+1"
"0,200000","4,591287E+1"
"0,202000","4,581336E+1"
"0,204000","4,173367E+1"
"0,206000","3,884804E+1"
"0,208000","3,894755E+1"
"0,210000","3,795250E+1"
"0,212000","3,994259E+1"
"0,214000","4,282822E+1"
"0,216000","4,422129E+1"
"0,218000","4,700742E+1"
"0,220000","4,760444E+1"
"0,222000","4,641039E+1"
"0,224000","4,322624E+1"
"0,226000","3,894755E+1"
"0,228000","3,894755E+1"
"0,230000","3,964408E+1"
"0,232000","4,103714E+1"
"0,234000","4,352476E+1"
"0,236000","4,451980E+1"
"0,238000","4,670890E+1"
"0,240000","4,660940E+1"
"0,242000","4,700742E+1"
"0,244000","4,392277E+1"
"0,246000","4,044011E+1"
"0,248000","3,755448E+1"
"0,250000","3,944507E+1"
"0,252000","3,984309E+1"
"0,254000","4,123615E+1"
"0,256000","4,690791E+1"
"0,258000","4,690791E+1"
"0,260000","4,561435E+1"
"0,262000","4,650989E+1"
"0,264000","4,332575E+1"
"0,266000","3,994259E+1"
"0,268000","3,685795E+1"
"0,270000","3,795250E+1"
"0,272000","3,964408E+1"
"0,274000","4,093764E+1"
"0,276000","4,571386E+1"
"0,278000","4,710692E+1"
"0,280000","4,800246E+1"
"0,282000","4,451980E+1"
"0,284000","4,223120E+1"
"0,286000","4,103714E+1"
"0,288000","3,645993E+1"
"0,290000","3,854953E+1"
"0,292000","4,103714E+1"
"0,294000","4,292773E+1"
"0,296000","4,551485E+1"
"0,298000","4,770395E+1"
"0,300000","4,521633E+1"
"0,302000","4,700742E+1"
"0,304000","4,322624E+1"
"0,306000","3,884804E+1"
"0,308000","3,974358E+1"
"0,310000","3,964408E+1"
"0,312000","4,083813E+1"
"0,314000","4,123615E+1"
"0,316000","4,720643E+1"
"0,318000","4,660940E+1"
"0,320000","4,849998E+1"
"0,322000","4,442030E+1"
"0,324000","4,312674E+1"
"0,326000","3,854953E+1"
"0,328000","3,815151E+1"
"0,330000","3,815151E+1"
"0,332000","4,073863E+1"
"0,334000","4,123615E+1"
"0,336000","4,442030E+1"
"0,338000","4,730593E+1"
"0,340000","4,840048E+1"
"0,342000","4,442030E+1"
"0,344000","4,352476E+1"
"0,346000","4,024111E+1"
"0,348000","3,755448E+1"
"0,350000","3,785300E+1"
"0,352000","3,854953E+1"
"0,354000","4,332575E+1"
"0,356000","4,641039E+1"
"0,358000","4,919652E+1"
"0,360000","4,670890E+1"
"0,362000","4,690791E+1"
"0,364000","4,213169E+1"
"0,366000","3,924606E+1"
"0,368000","3,964408E+1"
"0,370000","3,725597E+1"
"0,372000","4,083813E+1"
"0,374000","4,372377E+1"
"0,376000","4,581336E+1"
"0,378000","4,710692E+1"
"0,380000","4,581336E+1"
"0,382000","4,710692E+1"
"0,384000","4,402228E+1"
"0,386000","3,854953E+1"
"0,388000","3,964408E+1"
"0,390000","3,934556E+1"
"0,392000","4,063912E+1"
"0,394000","4,312674E+1"
"0,396000","4,501732E+1"
"0,398000","4,849998E+1"
"0,400000","4,601237E+1"
