Time,Value
"0,000000","1,066109E+4"
"0,010000","1,068592E+4"
"0,020000","1,076040E+4"
"0,030000","1,073557E+4"
"0,040000","1,071075E+4"
"0,050000","1,068592E+4"
"0,060000","1,076040E+4"
"0,070000","1,071075E+4"
"0,080000","1,068592E+4"
"0,090000","1,078523E+4"
"0,100000","1,068592E+4"
"0,110000","1,076040E+4"
"0,120000","1,071075E+4"
"0,130000","1,076040E+4"
"0,140000","1,068592E+4"
"0,150000","1,071075E+4"
"0,160000","1,076040E+4"
"0,170000","1,073557E+4"
"0,180000","1,081006E+4"
"0,190000","1,068592E+4"
"0,200000","1,068592E+4"
"0,210000","1,078523E+4"
"0,220000","1,073557E+4"
"0,230000","1,068592E+4"
"0,240000","1,076040E+4"
"0,250000","1,073557E+4"
"0,260000","1,076040E+4"
"0,270000","1,068592E+4"
"0,280000","1,081006E+4"
"0,290000","1,073557E+4"
"0,300000","1,068592E+4"
"0,310000","1,071075E+4"
"0,320000","1,076040E+4"
"0,330000","1,068592E+4"
"0,340000","1,071075E+4"
"0,350000","1,081006E+4"
"0,360000","1,076040E+4"
"0,370000","1,076040E+4"
"0,380000","1,073557E+4"
"0,390000","1,073557E+4"
"0,400000","1,078523E+4"
"0,410000","1,076040E+4"
"0,420000","1,076040E+4"
"0,430000","1,076040E+4"
"0,440000","1,081006E+4"
"0,450000","1,068592E+4"
"0,460000","1,071075E+4"
"0,470000","1,073557E+4"
"0,480000","1,076040E+4"
"0,490000","1,063627E+4"
"0,500000","1,078523E+4"
"0,510000","1,068592E+4"
"0,520000","1,081006E+4"
"0,530000","1,071075E+4"
"0,540000","1,068592E+4"
"0,550000","1,073557E+4"
"0,560000","1,073557E+4"
"0,570000","1,066109E+4"
"0,580000","1,078523E+4"
"0,590000","1,068592E+4"
"0,600000","1,073557E+4"
"0,610000","1,071075E+4"
"0,620000","1,073557E+4"
"0,630000","1,071075E+4"
"0,640000","1,068592E+4"
"0,650000","1,071075E+4"
"0,660000","1,078523E+4"
"0,670000","1,068592E+4"
"0,680000","1,081006E+4"
"0,690000","1,071075E+4"
"0,700000","1,078523E+4"
"0,710000","1,066109E+4"
"0,720000","1,081006E+4"
"0,730000","1,073557E+4"
"0,740000","1,083488E+4"
"0,750000","1,073557E+4"
"0,760000","1,063627E+4"
"0,770000","1,078523E+4"
"0,780000","1,068592E+4"
"0,790000","1,073557E+4"
"0,800000","1,071075E+4"
"0,810000","1,071075E+4"
"0,820000","1,068592E+4"
"0,830000","1,078523E+4"
"0,840000","1,068592E+4"
"0,850000","1,073557E+4"
"0,860000","1,073557E+4"
"0,870000","1,076040E+4"
"0,880000","1,068592E+4"
"0,890000","1,078523E+4"
"0,900000","1,068592E+4"
"0,910000","1,078523E+4"
"0,920000","1,073557E+4"
"0,930000","1,071075E+4"
"0,940000","1,076040E+4"
"0,950000","1,068592E+4"
"0,960000","1,073557E+4"
"0,970000","1,068592E+4"
"0,980000","1,078523E+4"
"0,990000","1,071075E+4"
"1,000000","1,071075E+4"
"1,010000","1,081006E+4"
"1,020000","1,073557E+4"
"1,030000","1,071075E+4"
"1,040000","1,073557E+4"
"1,050000","1,073557E+4"
"1,060000","1,071075E+4"
"1,070000","1,068592E+4"
"1,080000","1,073557E+4"
"1,090000","1,073557E+4"
"1,100000","1,073557E+4"
"1,110000","1,071075E+4"
"1,120000","1,071075E+4"
"1,130000","1,078523E+4"
"1,140000","1,068592E+4"
"1,150000","1,076040E+4"
"1,160000","1,073557E+4"
"1,170000","1,068592E+4"
"1,180000","1,081006E+4"
"1,190000","1,068592E+4"
"1,200000","1,076040E+4"
"1,210000","1,078523E+4"
"1,220000","1,071075E+4"
"1,230000","1,073557E+4"
