Time,Value
"0,000000","4,571808E+2"
"0,010000","4,571808E+2"
"0,020000","5,564889E+2"
"0,030000","4,571808E+2"
"0,040000","4,323537E+2"
"0,050000","4,075267E+2"
"0,060000","4,571808E+2"
"0,070000","4,571808E+2"
"0,080000","5,316619E+2"
"0,090000","5,068348E+2"
"0,100000","5,068348E+2"
"0,110000","5,068348E+2"
"0,120000","4,571808E+2"
"0,130000","3,826996E+2"
"0,140000","4,075267E+2"
"0,150000","3,826996E+2"
"0,160000","4,820078E+2"
"0,170000","4,571808E+2"
"0,180000","4,323537E+2"
"0,190000","4,571808E+2"
"0,200000","5,316619E+2"
"0,210000","4,820078E+2"
"0,220000","5,068348E+2"
"0,230000","4,820078E+2"
"0,240000","5,316619E+2"
"0,250000","4,571808E+2"
"0,260000","4,571808E+2"
"0,270000","4,323537E+2"
"0,280000","5,068348E+2"
"0,290000","4,820078E+2"
"0,300000","5,068348E+2"
"0,310000","5,068348E+2"
"0,320000","4,820078E+2"
"0,330000","4,820078E+2"
"0,340000","4,571808E+2"
"0,350000","4,323537E+2"
"0,360000","5,068348E+2"
"0,370000","4,571808E+2"
"0,380000","4,571808E+2"
"0,390000","4,323537E+2"
"0,400000","4,323537E+2"
"0,410000","4,323537E+2"
"0,420000","4,571808E+2"
"0,430000","4,820078E+2"
"0,440000","5,068348E+2"
"0,450000","5,068348E+2"
"0,460000","5,564889E+2"
"0,470000","5,068348E+2"
"0,480000","5,068348E+2"
"0,490000","4,571808E+2"
"0,500000","4,075267E+2"
"0,510000","4,571808E+2"
"0,520000","5,564889E+2"
"0,530000","4,820078E+2"
"0,540000","4,820078E+2"
"0,550000","3,826996E+2"
"0,560000","4,323537E+2"
"0,570000","4,820078E+2"
"0,580000","4,571808E+2"
"0,590000","4,571808E+2"
"0,600000","3,826996E+2"
"0,610000","4,075267E+2"
"0,620000","5,068348E+2"
"0,630000","4,571808E+2"
"0,640000","4,323537E+2"
"0,650000","3,826996E+2"
"0,660000","4,820078E+2"
"0,670000","4,571808E+2"
"0,680000","5,068348E+2"
"0,690000","3,826996E+2"
"0,700000","4,571808E+2"
"0,710000","4,323537E+2"
